,group
-8222611319131970085,4
-8222296895119609823,11
-8221244492918228023,0
-8220966055576028467,1
-8217811419341130943,7
-8216528422913028273,9
-8216005050082782706,0
-8215142720452278307,7
-8211937108441755496,3
-8211225194926245560,7
-8209641258239814360,1
-8209477773129490507,0
-8208572687180581830,7
-8208409769911578415,10
-8207856851551707958,4
-8206965605494797731,3
-8206695197105322622,5
-8206207420552744576,4
-8205349019172633210,10
-8204264890164649479,11
-8201576040435464650,8
-8201072421709417667,11
-8199784633341807407,10
-8199777483878779612,6
-8198276050685170795,1
-8198123817736223583,7
-8198084213434727709,1
-8196051914259030715,7
-8195816569128397698,11
-8193803416524641699,2
-8192002959829268921,8
-8190724704655919183,4
-8190309212948323134,11
-8189672086477639779,10
-8187460117102578589,0
-8187453748427860663,11
-8187277989057322792,4
-8185367069923802291,11
-8183343943123482579,8
-8182935508672621678,9
-8182466045892472486,7
-8182141642573793330,11
-8180147862247455085,7
-8179719224030838379,10
-8178011017730625825,10
-8177907133046132834,5
-8174852371197890309,9
-8173569508861817319,1
-8173257546208166622,11
-8170848926947638119,2
-8170146072812130676,0
-8169476451081539522,4
-8169457377618826470,11
-8168297411668534466,10
-8167943994596441515,11
-8167786998992613248,2
-8167249355060645285,9
-8167176708191602923,3
-8166554328909987775,5
-8165579791386107689,9
-8165252275151057822,8
-8164343485932809604,7
-8163950559213451232,9
-8163940381723904131,8
-8163467676123121013,3
-8162649153652758034,5
-8162453313094131326,4
-8161910503433321023,11
-8161668062299380280,10
-8160954958172591309,0
-8160476939091296766,11
-8160163826533079546,8
-8159781176361787084,6
-8159383278530339146,7
-8158716989521957562,5
-8158349103167618852,6
-8158280317971928271,3
-8157917553990093697,11
-8156272827678733671,8
-8155012585509721039,11
-8153687413579116142,1
-8153343000646777884,5
-8152545366073102588,6
-8150309203417576329,10
-8148793496478159331,4
-8147069279422219727,10
-8146516170823798740,4
-8146228276219950100,6
-8145167115256726544,9
-8144822930840747362,6
-8143667592716384105,3
-8142808770866592776,5
-8141562064799954539,5
-8140229717565117985,9
-8140149142467027052,8
-8139136456862037982,6
-8138774571936578406,4
-8138238693505304495,4
-8138100208350559977,4
-8137754478400769972,9
-8137621917426524856,4
-8135870663994012010,11
-8133718432859470043,11
-8132996585448808922,10
-8132857933683676033,10
-8131328438014547140,11
-8131273722426133213,2
-8130741562863909749,1
-8129655779260576690,7
-8129090830422804994,6
-8128951510768702296,9
-8127669158345621676,4
-8126920323955558547,10
-8126395711693090758,9
-8124339545041071239,10
-8122232684934691765,5
-8121064061972939162,6
-8119276113811053957,4
-8118239565583341329,11
-8117663873409317070,10
-8117352431146126505,11
-8116958797042142641,0
-8115744418230206572,8
-8114645120388883003,10
-8114440892772881203,1
-8114418839212865047,5
-8113757935021918215,7
-8113544027533841425,10
-8113187737710075774,5
-8112902549695342832,4
-8112572663834378666,0
-8112063562137004046,3
-8112007505723465978,9
-8111909620891313675,8
-8110197787909427354,6
-8108817185979845196,10
-8108123093839422720,11
-8107975583361220551,9
-8107488240724501507,10
-8106907372370267374,2
-8106461167838037281,5
-8105377562412087218,0
-8104721877553749139,10
-8104610752774077761,3
-8103481365885974437,9
-8102087444371823859,8
-8099655896448649334,7
-8099289646600449489,7
-8098327594905866103,9
-8097836359672970460,8
-8097242702967543950,0
-8094588021389725190,0
-8094153883614384768,7
-8093169396417523949,11
-8090798871574551483,10
-8089951405961982024,3
-8089003881526324361,3
-8088924133355674121,7
-8087658374998393462,10
-8085503231092488435,11
-8084257851004049992,7
-8082325056005803236,8
-8077714831468927958,7
-8076042624622528076,10
-8075855534756497170,10
-8075157254809849200,10
-8074833837966650529,3
-8073713984729393600,2
-8073240711591818876,6
-8071118754033930383,5
-8070827330211062915,4
-8068067312908344546,6
-8067318129215403016,11
-8066472367836206559,9
-8066128394406848071,7
-8065402420148310214,7
-8065276269961253282,6
-8064601734696909900,3
-8064427435865010348,11
-8064339390767960104,11
-8064059266298663149,11
-8062616309671626717,9
-8062097169773834109,10
-8060821165622634984,11
-8060472328412658909,2
-8060006852957807962,5
-8057451721976248174,11
-8056833321547434143,11
-8056687847524534329,4
-8055909210595694836,11
-8055751200931888769,4
-8055446065406727269,4
-8054273787309787418,4
-8053808624594834661,6
-8053431126283482593,9
-8052480120296120608,9
-8051970722764509027,7
-8051725132430827656,10
-8050526526416085930,0
-8050405025022614936,11
-8049765710637320326,4
-8047697671301025164,3
-8047215535252656164,0
-8047127674620207019,1
-8044924454313288289,1
-8044079870506304585,8
-8043637295126587458,1
-8043462271512420541,0
-8042027671700398123,10
-8041685202556437512,8
-8040991291022459273,3
-8040917208350247624,6
-8040019798467012536,2
-8037146100762495845,2
-8036879440891026228,10
-8034797879698529007,7
-8033669250476793467,3
-8033083220651666860,8
-8032263099185410790,4
-8032217027047908035,10
-8031226918833297486,8
-8030929405616306074,7
-8030883251090864718,9
-8030445742532933180,2
-8028331734043441569,11
-8028063528747729502,11
-8026382369694758728,1
-8026274758517295355,9
-8026217872041202585,6
-8026038724521107574,8
-8026026237458549420,11
-8025299608104202366,3
-8024888094715335875,9
-8024178119362520857,9
-8023825242156082955,9
-8023673067104464235,10
-8023659407841558331,7
-8023146061124295824,11
-8023007320204889037,6
-8022340067825538538,4
-8022098430584589080,1
-8021599568448339440,5
-8021415922647410002,7
-8020669548971932607,11
-8020620355323322743,10
-8020500206111396238,0
-8020210990354866351,10
-8020206164478660438,3
-8018890275127066945,7
-8017843842221687516,9
-8017806511339594460,11
-8017262338835445551,8
-8017016959534182691,4
-8015772978350876981,4
-8015663045700691361,9
-8015513808653679969,7
-8015052134805846141,7
-8014261811823096512,9
-8013274180524486888,2
-8011593472373492125,7
-8011179549764484260,6
-8011168036121131368,10
-8010841624101920433,7
-8010454263681268365,7
-8009623993780964759,10
-8008196443290753153,1
-8008036302514654653,8
-8007475719243926233,7
-8006379673496594769,7
-8006162117603257534,6
-8005675930843427374,10
-8005359540152835630,7
-8002912250673521279,9
-8001379690828722001,7
-8000346080867820930,10
-7999937178541891105,4
-7996938929133740848,2
-7996458730131121440,9
-7996282629972969102,4
-7993768280445900016,8
-7993695046760561043,0
-7993427598868446957,11
-7992575861723683883,3
-7992175435207938747,11
-7991811161318234319,9
-7991668284722470030,9
-7990870524167486846,8
-7990143431987162764,3
-7990114277977197933,10
-7987325217555444565,10
-7987032624499930959,9
-7985885832667961050,10
-7985409405148925958,7
-7985232743889550959,6
-7984246196539302347,7
-7984204935235249498,4
-7983784650987065441,3
-7983277303387765059,3
-7980877473180740784,10
-7979943504305382722,1
-7979873038230992729,3
-7979790556630750789,3
-7976678875026566160,6
-7976557051971098259,9
-7976113155764354122,4
-7974368570610817499,7
-7972456889909776676,11
-7970972352204026666,7
-7969395662472831346,10
-7968290042219295860,10
-7967610020878558831,0
-7963397998932390299,11
-7963101660010637403,8
-7962045710476217568,10
-7958998345196458981,9
-7955765679679271018,7
-7954729043306931819,9
-7953828671218430967,9
-7953082945328766875,0
-7953001551393370985,7
-7952538384850381169,0
-7952385691228475806,7
-7952020423302629337,8
-7949062690131874363,10
-7947871373955198916,10
-7947737213476598493,11
-7947690489938165573,10
-7947688340651673291,0
-7947287219325438141,7
-7946168494070789620,3
-7945987863310277357,10
-7944792375759424570,4
-7944780564010329289,1
-7943803235650357578,10
-7943190083782480878,5
-7941251700658434927,7
-7940910212899115766,9
-7940336567350739871,0
-7939895917175841747,2
-7939818979426565047,5
-7939110235038255569,3
-7938934974760351478,3
-7938734403807561003,1
-7937541861813718328,6
-7936934768934825590,11
-7936482387199962123,4
-7934640803042007291,11
-7934420976116803355,6
-7934077358251157124,2
-7933032443027674650,8
-7932605213771424445,4
-7931300340279046547,10
-7930891560059239611,3
-7930871806207257534,6
-7930332129010474754,4
-7930309703209645213,5
-7930305088181141775,1
-7930280718949270053,9
-7930254322757217029,6
-7929258727109283891,2
-7928717451756644350,8
-7928391038561683333,9
-7926779112486381154,3
-7926591566946918491,5
-7926557211928175761,5
-7925321396326877317,1
-7924701358100587813,7
-7924501928202624291,11
-7924411530540371099,9
-7920986025933282577,8
-7920411521752737214,0
-7919854885029920258,10
-7919081237678876371,1
-7919056297874021302,8
-7918899814128068907,1
-7914959200616660785,7
-7914121789947071346,5
-7913488016935162839,1
-7913427491559044002,5
-7912995506309751377,1
-7912881246129495589,5
-7912250227770917083,10
-7911559214130004542,7
-7911457110233957786,7
-7910519607243379118,11
-7909525432233717188,6
-7909311859780904749,10
-7908725140471339457,8
-7908061161376353135,10
-7907596909127708083,11
-7906655231348132883,4
-7906047472794956226,11
-7905925836804618295,4
-7905850192195147622,4
-7905108236078207867,2
-7904109944171650916,7
-7903920673397168643,8
-7903348883428159525,6
-7902164622246074423,6
-7901631988155907292,4
-7901577923272306139,9
-7900794321699521473,4
-7899903921333330464,8
-7899081495705914585,9
-7898367356832866595,7
-7897692975437040270,6
-7896407431879189166,4
-7895991785191938963,4
-7895158916079358350,11
-7893991882862338589,3
-7893824316001319074,11
-7892886783697143026,0
-7892544198506437059,3
-7891858886222609003,10
-7891634125704908433,4
-7890807864936605460,8
-7890317673305024400,9
-7890263344496936933,11
-7889202577834382381,8
-7888326762474862880,0
-7887639028356124140,10
-7887128461752297433,9
-7887038045275129664,5
-7885555385768120655,8
-7883561535992467233,7
-7882183570062087941,7
-7881412863967093778,10
-7879659334276541176,7
-7878955941079581883,1
-7876974217557967354,9
-7876537411042192062,7
-7875951318531126278,10
-7873954027995071705,9
-7873464670293012526,10
-7873277650430846808,11
-7873177692585519778,6
-7872836823982631949,9
-7871773507507301452,2
-7870727710057784045,9
-7870527724136275856,5
-7870218919169136313,7
-7868922663453980926,2
-7868313043092479631,6
-7866932689973828578,1
-7866483084644435083,11
-7864375116905306218,8
-7864188607251730946,5
-7863596821719476257,9
-7862453194372841481,6
-7862441682248727061,6
-7862029811871059084,8
-7861418408615064463,0
-7860912527530777428,0
-7858257932465160784,6
-7856728108085201926,10
-7856308406507057734,10
-7853707935270794642,0
-7850857294320062179,1
-7850833221429368595,4
-7850397561152343780,0
-7850264245195871573,6
-7849713936711884016,8
-7849561104446822356,1
-7849488573234786749,6
-7848859493901439726,4
-7847522801355765141,1
-7846887576415409358,11
-7846313495421832092,7
-7846111236503533604,6
-7846075913705613378,11
-7845761460731331943,9
-7844542979966587073,8
-7844361354826022528,10
-7844154644956858932,11
-7843051996152032337,9
-7842143681618677254,3
-7841751302211029620,9
-7841560714078904188,1
-7841409329588333427,1
-7840737199354897652,3
-7840040832525996835,4
-7839621909216476700,11
-7838970568793990097,11
-7838810716607344071,0
-7836915729198970319,4
-7836751762775782002,10
-7835897724284624344,9
-7835791688121486812,10
-7835032242253131266,9
-7833698721222843642,11
-7832510829073324651,11
-7832151541918636760,11
-7832015054161048967,4
-7829848712830960083,6
-7828444157091093334,10
-7827609462788620776,7
-7827327682061160293,7
-7826848726434327912,9
-7826486093470504306,3
-7824977660536020491,10
-7822318943627883118,4
-7822035459585410280,10
-7821826839247758078,8
-7821715037354142454,11
-7820892966637558946,2
-7819569846573476579,3
-7819296364772249580,10
-7818548777539787787,8
-7818426583703515973,7
-7815364789880901683,7
-7814970889747723341,10
-7814562831614198931,7
-7813429315077397446,7
-7812560002170397163,10
-7812080847935973515,4
-7809464370822327332,11
-7808971138460699302,9
-7808576893417031281,10
-7804740113324659485,11
-7804296101691453441,5
-7804236375163255329,11
-7803548151560074482,7
-7803321849307565966,0
-7803245932194973310,3
-7801578117015787033,8
-7800144323483391871,8
-7797615202119201057,11
-7797163317819728311,0
-7795840978982809024,0
-7794269979156460783,7
-7792858187719868853,1
-7792592182786953336,0
-7792541181750668171,3
-7790325523016798309,8
-7789240705679370662,11
-7787442394214679075,2
-7785572484144751414,10
-7785476366189419567,0
-7785459199860531668,6
-7785287421670896903,4
-7784081702241889959,6
-7782104354966854167,7
-7780004326174094215,6
-7779967193217230906,11
-7778940395674572404,7
-7777316204175116894,10
-7777116323133492702,7
-7776367968179064925,8
-7776028810806022516,0
-7775581224012304233,8
-7775263855641031861,11
-7773880518172398064,3
-7773501831260663498,5
-7772737388145813006,3
-7771790651885091337,10
-7771448968211045225,8
-7771398025617818409,6
-7770341980554209774,5
-7770225589100435343,7
-7769274399261820206,10
-7768441218054630783,3
-7767543664940309900,10
-7764691823001805991,10
-7764232855847040188,3
-7764213008154631374,9
-7764061438497385078,5
-7763859298364355473,4
-7763839839925712111,2
-7762188283318466916,1
-7762153406980340481,4
-7760897349461583962,8
-7760033361381468703,6
-7759874880858736690,3
-7759490676005499383,6
-7759401393265476532,4
-7758673551989785658,7
-7758547233740377387,7
-7758002633543586154,3
-7757657598740039054,4
-7757051400602060951,11
-7755717261911550581,8
-7755673200592591161,3
-7754232075853100871,0
-7753570955326206800,9
-7752582024345679911,9
-7751700390395692901,8
-7751452557623797277,6
-7750896635535335225,8
-7750884207853054693,11
-7750455211485407455,10
-7750385798755361653,7
-7750335975944502850,5
-7749951434756921082,7
-7749852864742029219,4
-7746206247115050095,8
-7744771672729786099,0
-7744759619576208242,1
-7744161762581240360,0
-7743464289999421611,4
-7742230307208298079,3
-7741601049543882438,4
-7741414828941483515,3
-7741282447323705381,3
-7740585208653927020,10
-7740351173556556640,7
-7740060701095229924,6
-7738507057694704730,2
-7737565708325138201,4
-7735925461270328406,11
-7735651719455933820,11
-7733945033329378952,5
-7733490778629186102,3
-7733395605616071501,8
-7733228827717647462,8
-7732457766078219846,10
-7731322728948623548,4
-7730690872090498090,2
-7730583890439749071,1
-7730364354275374844,0
-7729963400062496821,11
-7726353034110469676,10
-7726306611296307122,10
-7726272711792548702,8
-7725781557485624174,11
-7724631629305207519,8
-7724136783710826746,4
-7721969754684485352,7
-7720447814024820737,2
-7719980529240019688,1
-7718071414673014212,11
-7716858813292886651,6
-7716620928934858721,4
-7715896028899986960,10
-7715401987494125233,4
-7714630067332298822,5
-7714236320541764285,5
-7713232084716654854,3
-7712919299533321062,6
-7712291651357478164,11
-7712015452389510445,1
-7711437565627876987,9
-7710043960304778256,9
-7709410575921893395,10
-7709183331598063770,3
-7709034278359616784,11
-7708846511254974844,10
-7708377789041494419,9
-7707847491347618527,11
-7707702193230216343,7
-7707444331230793764,4
-7706893842183452764,1
-7705671817694082506,8
-7704895865062674956,2
-7704822995098360095,10
-7704797252552159385,9
-7704683161969859426,7
-7703081835024484956,10
-7701888816410329020,9
-7701602133192046689,7
-7700372431462320862,9
-7699785008521509272,9
-7697767146216082123,11
